gene_name	S1_control	S1_t	S2_control	S2_t	S3_control	S3_t
ANXA2	444	47	3791	79	251	205
ANXA2P2	1	0	20	1	1	1
ANXA2R	21	10	42	19	23	8
ANXA2R-AS1	11	6	17	4	13	10
ANXA2R-OT1	152	75	142	49	116	118
ANXA3	0	0	0	0	0	0
ANXA4	134	9	175	18	11	15
ANXA5	587	46	2428	87	157	124
ANXA6	652	67	848	42	632	261
ANXA7	554	38	641	52	326	179
ANXA8	1	1	8	2	4	2
ANXA8L1	0	0	3	0	0	1
ANXA9	0	0	0	0	0	0
AOAH	51	2	23	10	14	11
AOC1	1	0	2	0	8	0
AOC2	4	0	12	0	12	7
AOC3	2	0	9	2	10	4
AOPEP	12	7	19	1	7	10
AOX1	0	0	16	0	0	1
AP1AR	295	23	133	31	91	62
AP1AR-DT	11	0	4	0	4	1
AP1B1	571	28	292	33	305	106
AP1G1	524	45	258	80	278	174
AP1G2	326	33	47	21	141	91
AP1G2-AS1	36	8	22	4	17	9
AP1M1	187	173	261	91	186	122
AP1S1	128	24	165	8	35	17
AP1S2	109	14	239	34	65	44
AP1S3	667	211	258	68	124	54
AP2A1	104	8	373	10	96	52
AP2A2	112	9	122	9	67	33
AP2B1	421	42	597	45	346	209
AP2M1	495	42	855	70	321	186
AP2S1	152	31	332	15	77	38
AP3B1	313	41	321	63	408	267
AP3B2	0	3	4	0	1	0
AP3D1	410	84	586	42	289	144
AP3M1	238	13	268	23	156	104
AP3M2	49	3	104	8	28	17
AP3S1	374	28	441	48	164	110
AP3S2	71	16	92	8	47	17
AP4B1	103	9	67	8	71	39
AP4B1-AS1	1	1	2	0	2	1
AP4E1	116	14	82	12	76	46
AP4M1	37	17	16	5	14	14
AP4S1	94	96	80	43	109	64
AP5B1	158	44	206	25	76	42
AP5M1	164	11	75	19	112	64
AP5S1	48	47	41	28	49	39
AP5Z1	254	54	89	9	114	65
APAF1	171	21	154	22	99	49
APBA1	1	9	35	8	10	5
APBA2	4	0	80	4	7	5
APBA3	83	13	48	4	28	14
APBB1	88	13	93	0	63	31
APBB1IP	357	21	132	34	134	75
APBB2	15	110	219	11	26	14
APBB3	36	4	37	4	35	27
APC	164	7	117	30	169	113
APC2	0	0	18	0	0	0
APCDD1	0	0	1	1	0	0
APCDD1L	0	0	251	0	1	0
APCDD1L-DT	1	2	54	0	1	1
APEH	152	18	229	10	110	43
APELA	2	20	3	7	13	4
APEX1	466	32	603	39	237	97
APEX2	111	12	87	11	52	30
APH1A	437	41	406	41	164	98
APH1B	170	16	103	19	112	81
API5	519	30	570	54	356	216
APIP	115	16	99	14	62	21
APLF	29	2	14	1	11	6
APLN	0	0	4	0	0	0
APLP1	0	0	114	1	0	0
APLP2	388	58	2401	260	504	302
APMAP	177	14	459	35	94	64
APOA1	1	0	0	0	27	2
APOB	3	19	8	10	7	13
APOBEC3A	0	0	0	0	0	0
APOBEC3B	7	5	196	5	3	1
APOBEC3C	1095	288	472	84	516	278
APOBEC3D	187	121	87	49	71	66
APOBEC3F	260	276	158	109	206	127
APOBEC3G	353	50	111	26	157	101
APOBEC3H	5	0	8	6	7	4
APOBR	1	3	50	11	22	4
APOC2	0	0	2	0	0	0
APOD	0	0	1	0	0	0
APOE	1	0	3	4	0	0
APOL1	222	51	101	32	64	38
APOL2	327	123	188	37	102	92
APOL3	206	24	85	9	126	79
APOL4	2	0	1	0	0	0
APOL6	306	104	186	80	235	165
APOLD1	9	62	30	13	42	56
APOM	5	0	1	1	1	2
APOO	18	2	29	4	10	3
APOOL	78	7	91	11	49	26
APP	422	30	3826	57	346	147
APP-DT	8	46	13	24	23	32
APPAT	118	23	88	21	106	47
APPBP2	133	58	145	31	66	48
APPBP2-DT	4	6	3	7	3	1
APPL1	320	22	238	19	192	109
APPL2	139	15	255	8	89	60
APRG1	12	55	24	34	28	28
APRT	181	26	104	13	129	53
APTR	27	28	41	24	30	27
APTX	108	18	96	8	46	26
AQP1	0	0	6	0	0	0
AQP10	0	0	0	0	0	0
AQP11	0	0	4	0	0	1
AQP3	25	12	20	8	3	3
AQP4-AS1	21	100	23	26	22	13
AQP7	0	2	0	6	2	3
AQP8	2	0	1	0	1	0
AQP9	2	0	59	36	18	12
AQR	221	23	178	58	98	56
AR	1	2	4	3	4	2
ARAF	127	12	96	6	84	32
ARAP1	416	32	396	76	218	108
ARAP2	323	48	84	70	148	133
ARAP3	25	1	105	2	2	1
ARB2A	66	12	107	23	53	36
ARC	0	0	2	0	1	2
ARCN1	416	28	809	53	333	200
AREG	34	2	10	0	3	0
AREL1	170	31	198	47	100	80
ARF1	760	58	1106	74	524	279
ARF3	353	31	372	39	236	130
ARF4	266	21	702	45	140	94
ARF4P4	0	1	0	0	0	0
ARF5	254	38	190	35	105	76
ARF6	919	83	743	127	427	211
ARFGAP1	175	7	373	16	126	52
ARFGAP2	289	28	166	18	165	83
ARFGAP3	371	27	605	45	169	109
ARFGEF1	263	24	203	24	182	95
ARFGEF1-DT	10	22	22	37	21	32
ARFGEF2	606	52	381	55	266	163
ARFGEF3	0	11	15	6	5	9
ARFIP1	206	17	129	17	42	32
ARFIP2	121	17	103	10	85	43
ARFRP1	88	8	116	5	44	17
ARG1	0	0	0	0	0	0
ARG2	5	0	16	1	5	3
ARGFX	5	35	10	19	18	13
ARGLU1	890	109	751	155	460	309
ARGLU1-DT	0	3	2	0	0	0
ARHGAP1	150	68	195	35	152	70
ARHGAP10	1	0	126	4	6	4
ARHGAP11A	20	6	419	11	32	13
ARHGAP11A-DT	21	4	13	4	9	10
ARHGAP11A-SCG5	3	0	70	0	0	0
ARHGAP11B	0	0	42	0	4	0
ARHGAP11B-DT	20	13	12	13	9	3
ARHGAP12	321	32	113	42	115	109
ARHGAP15	340	26	65	36	145	96
ARHGAP17	560	35	276	61	251	118
ARHGAP18	97	18	150	30	64	37
ARHGAP19	97	7	184	18	89	45
ARHGAP20	8	3	20	8	21	14
ARHGAP21	122	12	200	14	66	29
ARHGAP22	0	0	141	1	0	1
ARHGAP23	5	2	63	0	0	1
ARHGAP24	960	99	96	18	328	160
ARHGAP25	1493	86	404	80	744	278
ARHGAP26	57	20	62	27	95	49
ARHGAP27	243	15	92	19	97	73
ARHGAP27P1-BPTFP1-KPNA2P3	81	60	48	18	108	105
ARHGAP27P2	1	0	1	0	0	0
ARHGAP28	2	26	9	5	3	1
ARHGAP29	2	5	34	1	2	2
ARHGAP30	731	104	410	80	284	146
ARHGAP31	144	3	82	9	54	21
ARHGAP31-AS1	4	0	4	0	0	0
ARHGAP32	1	16	74	9	9	15
ARHGAP33	26	1	16	3	27	15
ARHGAP35	160	9	416	20	155	72
ARHGAP39	0	0	10	0	2	0
ARHGAP4	382	31	131	24	622	254
ARHGAP42	8	4	23	6	12	10
ARHGAP42-AS1	0	0	1	0	0	0
ARHGAP44	26	1	33	1	6	0
ARHGAP45	815	52	270	59	440	276
ARHGAP5	296	35	280	61	251	196
ARHGAP5-AS1	10	1	13	1	2	0
ARHGAP6	46	4	15	1	1	2
ARHGAP9	246	19	86	19	97	59
ARHGDIA	528	37	786	38	274	113
ARHGDIB	1210	106	402	142	831	411
ARHGEF1	709	59	388	68	538	245
ARHGEF10	64	3	200	0	4	3
ARHGEF10L	30	1	49	1	1	1
ARHGEF11	13	45	145	57	45	41
ARHGEF12	152	11	292	14	81	53
ARHGEF16	1	0	7	0	0	0
ARHGEF17	0	1	94	0	1	1
ARHGEF18	214	20	192	16	107	48
ARHGEF18-AS1	0	5	0	2	0	0
ARHGEF19	11	3	30	0	8	5
ARHGEF2	255	16	391	29	158	91
ARHGEF2-AS2	10	2	8	3	8	0
ARHGEF25	2	0	77	1	2	1
ARHGEF26	0	10	28	3	7	8
ARHGEF26-AS1	0	10	6	3	8	3
ARHGEF28	1	0	28	0	0	0
ARHGEF3	204	14	87	18	113	91
ARHGEF33	2	0	3	0	0	0
ARHGEF34P	0	0	0	0	16	0
ARHGEF35	6	0	16	0	11	3
ARHGEF35-AS1	33	5	25	7	52	33
ARHGEF37	1	0	2	0	1	4
ARHGEF38	4	20	8	13	17	25
ARHGEF39	12	28	41	18	19	14
ARHGEF4	1	1	78	1	9	1
ARHGEF4-AS1	0	0	6	0	0	0
ARHGEF40	27	1	236	3	16	11
ARHGEF5	15	0	20	1	0	5
ARHGEF6	169	13	130	53	309	150
ARHGEF7	458	36	243	35	208	119
ARHGEF9	51	8	55	7	48	35
ARID1A	819	78	515	63	462	211
ARID1B	620	63	285	53	523	277
ARID2	203	32	120	35	133	86
ARID3A	920	132	213	42	71	48
ARID3B	116	14	62	16	43	35
ARID3BP1	1	0	0	0	1	0
ARID4A	645	102	179	60	240	198
ARID4B	1050	175	281	56	384	228
ARID5A	122	17	111	20	92	75
ARID5B	509	53	206	37	135	104
ARIH1	434	211	456	169	387	285
ARIH2	291	34	396	42	208	120
ARIH2OS	15	1	8	3	4	7
ARK2C	13	65	26	35	19	19
ARK2N	380	87	188	93	102	91
ARL1	196	15	303	23	113	54
ARL10	81	41	129	26	74	53
ARL11	49	7	22	7	50	23
ARL13B	28	12	93	6	23	13
ARL14EP	209	42	169	45	82	68
ARL15	37	27	29	21	31	22
ARL16	172	30	110	10	24	17
ARL17A	379	210	178	39	248	161
ARL17B	47	27	8	11	10	7
ARL2	143	15	197	10	51	14
ARL2-SNX15	0	0	0	0	0	0
ARL2BP	154	13	168	19	63	63
ARL3	102	8	220	6	37	32
ARL4A	59	14	88	17	35	26
ARL4C	296	20	286	46	80	60
ARL4D	21	2	53	1	2	0
ARL5A	208	26	240	27	170	120
ARL5B	149	16	82	14	91	45
ARL6	27	17	37	21	24	23
ARL6IP1	537	33	790	82	310	224
ARL6IP4	412	72	398	31	148	71
ARL6IP5	687	61	378	57	264	192
ARL6IP6	88	11	191	16	31	26
ARL8A	202	16	124	15	64	47
ARL8B	252	28	395	36	137	108
ARL9	0	1	1	0	0	0
ARLNC1	0	1	2	0	0	3
ARMC1	229	22	266	26	89	78
ARMC10	115	17	98	9	62	36
ARMC12	0	0	1	1	2	1
ARMC2	4	0	9	0	4	2
ARMC5	90	10	32	2	19	7
ARMC6	45	4	72	2	38	15
ARMC7	69	11	34	4	24	15
ARMC8	216	23	100	19	110	90
ARMC9	10	4	106	12	25	15
ARMCX1	1	0	201	2	11	7
ARMCX2	60	5	79	3	62	30
ARMCX3	216	14	314	21	93	81
ARMCX4	21	3	15	1	17	8
ARMCX5	1	0	70	8	34	22
ARMCX5-GPRASP2	0	0	9	0	0	0
ARMCX6	58	10	87	4	36	29
ARMH1	4	0	2	0	3	1
ARMH2	0	0	0	0	0	1
ARMH3	118	10	150	10	56	35
ARMH4	0	0	9	0	0	0
ARMT1	72	6	105	6	40	36
ARNILA	2	0	0	0	3	2
ARNT	189	40	201	45	159	77
ARNT2	0	0	54	0	0	0
ARNT2-DT	0	2	6	4	1	4
ARPC1A	191	32	377	33	112	80
ARPC1AP4	1	0	0	1	0	0
ARPC1B	979	61	524	97	312	147
ARPC2	1669	159	2234	144	783	402
ARPC3	1043	127	870	104	456	281
ARPC3P3	2	0	0	0	3	0
ARPC4	618	85	377	64	225	129
ARPC4-TTLL3	13	0	0	2	3	0
ARPC5	853	130	801	137	360	249
ARPC5L	232	21	341	23	141	51
ARPIN	12	28	128	23	22	13
ARPIN-AP3S2	38	26	154	20	34	27
ARPP19	801	153	678	122	545	322
ARRB1	8	41	90	31	25	21
ARRB2	193	21	202	51	68	48
ARRDC1	108	10	60	16	44	34
ARRDC1-AS1	40	23	67	15	36	26
ARRDC2	1101	97	375	96	542	478
ARRDC3	109	26	332	72	156	122
ARRDC3-AS1	9	4	2	2	3	1
ARRDC4	0	2	64	10	16	10
ARRDC5	16	2	3	1	8	4
ARSA	236	38	91	22	69	39
ARSB	47	15	131	17	26	17
ARSD	45	10	7	1	30	18
ARSD-AS1	0	13	2	7	2	10
ARSG	35	3	2	3	9	7
ARSI	0	0	47	0	0	0
ARSJ	16	24	71	19	12	11
ARSK	19	11	83	9	24	11
ARTN	0	0	0	0	0	0
ARV1	40	2	44	10	31	24
ARVCF	8	1	14	1	8	4
ARX	3	8	7	7	5	3
AS3MT	25	6	92	0	11	5
ASAH1	639	43	387	147	305	337
ASAH1-AS1	13	66	16	21	33	44
ASAH2	1	1	11	0	1	1
ASAH2B	20	6	42	2	24	23
ASAP1	91	14	387	25	77	53
ASAP1-IT2	12	2	6	0	1	0
ASAP2	9	41	227	44	19	35
ASAP3	11	0	30	0	3	1
ASB1	143	18	457	18	101	44
ASB12	1	0	0	0	0	0
ASB13	5	0	22	2	23	8
ASB16-AS1	73	98	67	38	74	66
ASB18	4	43	13	14	17	23
ASB2	33	2	12	1	6	2
ASB3	96	13	60	7	28	12
ASB4	0	1	2	0	4	3
ASB6	96	63	144	39	99	53
ASB7	100	13	83	22	93	65
ASB8	263	25	101	23	94	62
ASCC1	61	1	77	18	38	38
ASCC2	148	10	171	9	74	39
ASCC3	133	11	228	18	146	63
ASCL2	0	0	0	1	0	0
ASDURF	7	1	19	1	2	11
ASF1A	128	21	92	14	64	35
ASF1B	7	5	121	4	14	5
ASGR1	0	2	7	1	1	0
ASGR2	0	0	1	0	0	0
ASH1L	312	20	276	48	228	137
ASH1L-AS1	65	228	132	136	119	95
ASH1L-IT1	2	0	5	1	0	1
ASH2L	120	14	164	8	90	48
ASH2LP1	2	1	1	0	0	0
ASH2LP3	0	1	0	0	1	2
ASIC1	3	0	3	0	0	0
ASIC3	5	0	3	0	1	2
ASIP	2	0	0	0	0	0
ASL	47	5	53	1	28	9
ASMER1	4	13	72	14	9	13
ASMT	1	0	3	1	1	0
ASMTL	102	13	90	4	44	17
ASMTL-AS1	19	4	12	1	6	5
ASNS	269	29	68	5	181	88
ASNSD1	285	25	218	27	122	73
ASPA	6	19	7	6	7	6
ASPH	141	27	1247	30	30	26
ASPHD1	0	1	28	1	0	0
ASPHD2	126	42	56	28	52	35
ASPM	2	2	696	11	36	6
ASPN	0	5	2	3	1	7
ASPRV1	0	1	0	0	0	0
ASPSCR1	41	5	33	9	17	14
ASRGL1	1	2	15	3	19	6
ASS1	0	1	338	0	0	0
ASS1P1	3	1	2	0	2	0
ASS1P2	0	0	1	0	0	0
ASTE1	54	6	27	5	34	21
ASTL	4	1	0	0	0	0
ASTN2	14	36	31	23	31	31
ASXL1	597	44	566	45	291	145
ASXL2	223	36	244	40	186	127
ASXL3	9	45	25	48	11	17
ATAD1	165	16	282	29	122	69
ATAD2	77	7	397	25	115	42
ATAD2B	145	32	78	52	105	80
ATAD3A	61	11	94	5	60	14
ATAD3B	69	16	56	2	50	17
ATAD3C	10	71	15	10	38	22
ATAD5	45	30	97	7	63	30
ATAT1	17	5	20	3	16	10
ATCAY	1	3	12	15	6	4
ATE1	120	47	104	40	108	69
ATF1	125	10	95	19	57	48
ATF2	235	30	231	34	123	93
ATF3	60	2	331	4	53	18
ATF4	3810	517	2070	162	924	541
ATF4P1	0	0	0	0	2	0
ATF4P2	1	0	0	0	2	0
ATF4P3	5	2	4	0	0	0
ATF5	201	12	135	15	29	13
ATF6	244	105	341	79	90	69
ATF6-DT	1	0	4	0	0	0
ATF6B	243	20	227	31	150	99
ATF7	86	7	101	9	66	40
ATF7-NPFF	0	0	0	0	0	0
ATF7IP	547	90	349	64	431	306
ATF7IP2	93	25	25	20	27	18
ATG10	13	11	38	7	14	16
ATG10-IT1	0	1	1	3	0	2
ATG101	131	9	150	8	43	29
ATG12	299	43	333	38	172	127
ATG13	196	26	202	12	81	58
ATG14	186	25	177	26	115	77
ATG16L1	104	14	185	15	67	40
ATG16L2	282	29	107	13	106	63
ATG2A	152	13	117	7	70	29
ATG2B	196	42	94	33	174	114
ATG3	203	24	297	38	150	79
ATG4A	43	7	43	8	26	21
ATG4B	261	38	176	8	88	45
ATG4C	94	12	69	14	56	47
ATG4D	68	6	50	7	29	21
ATG5	150	26	206	20	95	66
ATG7	39	6	173	16	40	16
ATG9A	125	4	146	10	40	25
ATG9B	1	0	0	0	1	0
ATIC	191	22	427	17	208	86
ATL1	1	0	9	0	3	2
ATL2	134	39	216	31	101	71
ATL3	243	68	398	42	128	97
ATM	945	218	615	219	701	544
ATMIN	224	75	153	42	166	96
ATN1	230	24	301	15	138	72
ATOH7	0	0	1	0	0	0
ATOH8	0	0	2	0	0	0
ATOSA	406	31	85	49	127	89
ATOSB	46	4	101	8	19	11
ATOX1	76	14	128	9	65	21
ATP10A	1	0	12	1	12	7
ATP10D	115	20	79	10	41	39
ATP11A	111	9	105	15	73	28
ATP11A-AS1	6	61	19	36	26	31
ATP11B	380	33	280	67	265	152
ATP11C	141	10	148	22	199	155
ATP13A1	256	24	129	21	132	58
ATP13A2	128	11	101	6	87	34
ATP13A3	434	21	1677	96	251	155
ATP13A3-DT	30	5	10	6	15	4
ATP13A4	15	44	14	14	12	14
ATP1A1	643	30	1471	83	598	242
ATP1A1-AS1	5	0	5	2	9	3
ATP1A3	0	0	13	0	0	3
ATP1B1	200	19	91	21	15	18
ATP1B2	4	16	4	5	5	6
ATP1B3	349	46	453	29	140	50
ATP1B4	0	7	2	1	1	1
ATP23	31	6	50	3	18	3
ATP2A1	1	0	7	0	3	3
ATP2A1-AS1	0	0	2	0	1	1
ATP2A2	364	23	846	54	403	152
ATP2A3	1880	124	299	59	364	122
ATP2B1	665	76	622	68	269	169
ATP2B1-AS1	10	21	16	11	19	19
ATP2B2	4	8	5	12	4	10
ATP2B3	0	7	3	7	11	10
ATP2B4	210	20	403	22	94	81
ATP2C1	203	17	470	50	184	111
ATP2C2-AS1	0	0	1	1	0	1
ATP5F1A	1302	254	1119	122	353	172
ATP5F1B	885	66	1701	91	745	314
ATP5F1C	339	39	224	24	195	79
ATP5F1D	208	30	120	13	71	31
ATP5F1E	1173	230	1333	112	368	232
ATP5IF1	353	35	273	36	169	79
ATP5MC1	83	11	64	9	53	18
ATP5MC2	611	142	579	72	261	146
ATP5MC3	464	59	957	37	227	95
ATP5ME	585	377	524	38	154	89
ATP5MF	132	22	104	17	92	53
ATP5MF-PTCD1	0	0	18	3	0	0
ATP5MG	710	205	744	124	352	206
ATP5MGL	0	3	0	0	1	0
ATP5MGP1	0	0	0	0	0	1
ATP5MJ	105	63	194	29	79	26
ATP5MK	216	35	393	25	108	35
ATP5PB	546	88	393	45	247	112
ATP5PBP8	0	0	0	0	1	0
ATP5PD	378	66	530	36	256	109
ATP5PF	126	16	331	21	105	44
ATP5PO	352	54	394	40	150	88
ATP6AP1	162	27	160	23	132	81
ATP6AP1-DT	14	20	13	12	28	27
ATP6AP1L	1	0	0	0	0	0
ATP6AP2	228	15	561	55	123	100
ATP6V0A1	283	22	167	40	63	30
ATP6V0A2	121	67	97	55	136	81
ATP6V0A4	0	2	0	1	0	1
ATP6V0B	300	32	219	43	123	83
ATP6V0C	499	89	302	41	140	79
ATP6V0D1	461	69	229	42	154	70
ATP6V0D1-DT	33	15	20	9	27	19
ATP6V0D2	0	4	4	10	3	3
ATP6V0E1	617	75	359	79	273	173
ATP6V0E2	35	9	14	3	16	8
ATP6V0E2-AS1	6	2	7	2	2	1
ATP6V1A	301	33	225	41	198	143
ATP6V1B1-AS1	2	0	2	0	0	0
ATP6V1B2	271	57	583	69	170	116
ATP6V1C1	329	38	288	55	134	104
ATP6V1C2	3	1	0	0	2	0
ATP6V1D	152	21	245	15	42	38
ATP6V1E1	705	95	551	58	181	106
ATP6V1E2	10	1	10	0	10	6
ATP6V1F	223	24	203	51	145	105
ATP6V1G1	622	74	420	59	182	135
ATP6V1G2	1	0	2	0	3	1
ATP6V1G2-DDX39B	10	0	44	0	0	3
ATP6V1H	126	13	163	19	68	35
ATP7A	73	25	75	43	51	54
ATP7B	2	12	31	8	13	13
ATP8A1	90	10	58	33	249	132
ATP8A1-DT	2	3	4	6	1	3
ATP8A2	1	2	8	3	3	2
ATP8B1	0	1	30	0	1	1
ATP8B1-AS1	330	78	63	28	37	25
ATP8B2	228	57	381	46	132	94
ATP8B3	19	72	44	28	44	34
ATP8B4	1	8	9	17	16	19
ATP8B5P	11	4	2	1	3	0
ATP9A	0	4	181	2	3	1
ATP9B	105	14	53	6	15	21
ATPAF1	147	15	135	18	87	49
ATPAF2	43	4	40	8	13	6
ATPSCKMT	22	3	35	5	8	7
ATR	110	9	63	15	129	78
ATRAID	158	17	191	17	60	57
ATRIP	39	5	43	1	24	10
ATRN	77	4	238	9	58	32
ATRNL1	0	0	15	0	0	0
ATRX	1369	254	405	73	503	307
ATXN1	16	12	103	43	95	59
ATXN1-AS1	0	0	2	2	5	0
ATXN10	272	28	336	25	106	54
ATXN1L	205	20	248	23	171	75
ATXN2	152	17	186	20	69	37
ATXN2-AS	1	2	0	1	0	0
ATXN2L	486	35	485	24	283	132
ATXN3	235	143	201	84	153	111
ATXN7	204	45	190	56	169	108
ATXN7L1	38	4	17	2	23	14
ATXN7L2	27	2	5	1	7	8
ATXN7L3	232	21	224	27	165	73
ATXN7L3-AS1	68	16	26	21	29	31
ATXN7L3B	303	36	390	40	221	168
AUH	24	2	31	4	19	3
AUNIP	7	38	26	10	22	14
AUP1	283	41	226	32	160	76
AURKA	8	4	1237	3	16	7
AURKAIP1	128	34	173	5	56	29
AURKAP1	5	0	2	3	0	0
AURKB	2	0	175	1	7	2
AURKC	1	1	0	1	0	1
AUTS2	10	4	44	12	53	42
AVEN	17	2	33	0	7	3
AVIL	9	1	5	2	2	7
AVL9	193	15	213	15	142	87
AVPI1	13	0	38	2	5	2
AVPR1A	3	30	11	11	13	11
AVPR2	0	0	0	0	0	1
AXDND1	3	1	1	1	0	1
AXIN1	111	7	169	7	66	40
AXIN2	6	28	23	11	51	48
AXL	1	19	806	3	9	3
AZGP1	0	0	4	0	0	0
AZI2	122	16	263	11	49	44
AZIN1	574	46	710	58	200	133
AZIN2	0	1	12	0	5	5
AZU1	19	88	18	18	26	28
B2M	23441	1799	9944	2162	9532	7640
B3GALNT1	3	1	80	4	1	4
B3GALNT2	71	21	129	10	65	31
B3GALT1	9	25	26	19	17	21
B3GALT2	1	1	3	0	1	1
B3GALT4	48	3	17	5	14	19
B3GALT5	2	11	12	19	6	8
B3GALT6	73	2	88	4	49	22
B3GALT9	66	68	44	39	49	31
B3GAT1	1	0	6	0	0	1
B3GAT1-DT	0	3	0	2	1	1
B3GAT2	0	1	2	1	0	2
B3GAT3	109	16	67	13	39	28
B3GLCT	39	20	80	16	25	20
B3GNT2	154	18	215	24	68	38
B3GNT3	1	13	16	13	13	9
B3GNT4	0	0	6	0	0	0
B3GNT5	0	0	166	7	6	4
B3GNT7	64	34	41	45	44	36
B3GNT8	0	0	0	2	1	0
B3GNT9	5	0	45	0	6	2
B3GNTL1	5	0	22	0	6	3
B4GALNT1	3	0	89	2	1	1
B4GALNT3	1	0	1	0	2	0
B4GALNT4	1	0	5	0	11	1
B4GALT1	592	71	516	67	293	179
B4GALT1-AS1	7	12	12	4	8	13
B4GALT2	12	5	126	2	26	6
B4GALT3	174	20	124	13	37	14
B4GALT4	120	26	164	17	45	38
B4GALT5	116	36	467	23	121	56
B4GALT6	0	1	91	0	2	3
B4GALT7	53	9	59	8	21	14
B4GAT1	25	0	70	1	10	3
B4GAT1-DT	2	26	6	7	6	5
B9D1	2	1	16	0	4	2
B9D2	7	1	9	2	3	2
BAALC	0	0	3	0	0	0
BAALC-AS1	0	3	3	1	0	1
BAAT	0	1	2	0	0	0
BABAM1	201	30	200	12	91	55
BABAM2	54	7	69	13	45	26
BACE1	0	2	75	3	3	3
BACE1-AS	49	130	54	43	50	51
BACE2	126	11	101	7	20	10
BACH1	494	30	635	70	260	201
BACH1-IT1	2	0	2	1	3	3
BACH1-IT2	3	1	0	0	1	0
BACH2	276	37	109	76	430	275
BAD	34	4	69	1	12	6
BAG1	331	73	179	29	160	69
BAG2	31	21	122	19	44	22
BAG3	42	12	271	10	100	23
BAG4	69	17	75	6	79	45
BAG5	260	58	231	34	197	122
BAG6	442	32	435	25	246	109
BAHCC1	1	6	60	3	8	6
BAHD1	79	3	101	12	40	29
BAIAP2	2	1	45	1	5	2
BAIAP2-DT	2	1	33	6	7	6
BAIAP2L1	0	0	115	1	4	1
BAIAP2L2	1	0	21	0	1	2
BAIAP3	261	33	1	0	23	18
BAK1	136	13	95	12	54	21
BAK1P1	1	0	1	0	0	0
BAMBI	1	1	4	0	1	0
BANF1	282	26	307	25	69	44
BANK1	3175	444	271	117	944	753
BANP	64	9	36	12	31	14
BAP1	262	19	261	14	157	69
BARD1	55	9	163	24	47	32
BARX1-DT	0	9	0	2	1	0
BARX2	4	15	14	16	13	14
BASP1	2838	173	1392	118	484	284
BASP1-AS1	9	48	16	11	24	19
BATF	544	69	33	5	70	16
BATF2	4	2	7	1	6	3
BATF3	19	5	16	1	10	3
BAX	347	91	221	33	198	93
BAZ1A	635	84	351	52	323	164
BAZ1A-AS1	23	2	16	2	17	10
BAZ1B	537	141	811	75	337	179
BAZ2A	1115	165	754	103	718	405
BAZ2B	53	13	85	15	29	25
BAZ2B-AS1	0	0	10	1	1	3
BBC3	162	10	34	5	78	33
BBIP1	59	47	101	11	42	27
BBLN	65	7	42	3	35	14
BBOF1	3	1	10	1	5	2
BBOX1-AS1	2	13	11	22	5	12
BBS1	31	0	25	0	21	12
BBS10	36	2	39	7	27	24
BBS12	13	3	10	0	4	5
BBS2	98	13	253	7	46	40
BBS4	74	8	41	6	38	26
BBS5	1	0	35	3	0	1
BBS7	58	3	94	4	25	17
BBS7-DT	7	73	16	24	28	25
BBS9	36	9	39	12	24	17
BBX	569	114	436	54	342	240
BCAM	0	0	9	0	2	0
BCAN-AS1	1	1	0	0	1	1
BCAN-AS2	0	0	0	0	1	1
BCAP29	71	5	215	9	57	23
BCAP31	626	97	845	60	409	263
BCAR1	1	0	155	0	0	3
BCAR3	19	0	128	2	16	7
BCAR3-AS1	1	0	0	0	1	2
BCAR4	1	2	2	2	0	2
BCAS1	1	2	25	6	28	6
BCAS2	230	18	243	17	116	59
BCAS3	52	5	61	2	13	6
BCAS4	122	19	108	4	48	29
BCAT1	89	24	438	38	64	41
BCAT2	102	14	48	3	38	22
BCCIP	197	25	492	13	186	83
BCDIN3D	87	4	36	14	31	29
BCDIN3D-AS1	1	8	9	10	15	9
BCKDHA	58	6	48	6	28	25
BCKDHB	45	25	51	10	26	23
BCKDK	75	5	116	10	33	19
BCL10	195	37	143	25	66	44
BCL10-AS1	3	1	0	0	0	0
BCL11A	523	141	130	102	338	182
BCL11B	32	89	156	195	137	124
BCL2	2705	210	412	145	509	331
BCL2A1	352	34	235	29	84	14
BCL2L1	116	5	401	21	58	25
BCL2L1-AS1	1	0	0	0	0	1
BCL2L10	2	0	1	0	2	1
BCL2L11	331	18	203	39	186	77
BCL2L12	57	11	112	5	23	14
BCL2L13	258	11	181	17	90	56
BCL2L14	0	0	0	0	2	1
BCL2L15	13	32	13	12	17	20
BCL2L2	31	1	144	10	31	31
BCL2L2-PABPN1	4	0	84	11	9	3
BCL3	272	27	77	19	46	31
BCL6	89	8	157	18	119	58
BCL6B	6	0	0	1	1	0
BCL7A	7	41	85	38	133	89
BCL7B	207	39	138	14	70	59
BCL7C	56	13	87	6	22	27
BCL9	34	18	63	39	40	30
BCL9L	97	7	272	17	83	35
BCLAF1	939	90	544	72	630	383
BCLAF1P2	0	0	2	0	0	1
BCLAF3	97	18	30	13	62	30
BCO2	3	0	2	0	0	2
BCOR	313	22	224	29	226	121
BCORL1	68	6	43	6	32	13
BCORP1	5	22	23	10	0	0
BCR	147	15	150	18	116	52
BCRP3	3	11	4	0	1	1
BCS1L	51	3	100	2	28	17
BCYRN1	18	5	2277	0	15	11
BDH1	16	5	39	6	16	3
BDH2	74	21	47	27	25	34
BDKRB1	0	0	79	0	0	1
