gene_name	S1_control	S1_t	S2_control	S2_t	S3_control	S3_t
CASZ1	63	13	14	5	39	29
CAT	208	7	197	37	134	78
CATIP-AS1	0	0	1	0	0	0
CATIP-AS2	0	7	1	3	3	2
CATSPER1	0	0	4	0	0	0
CATSPER2	17	1	6	2	10	6
CATSPER2P1	8	7	9	1	11	2
CATSPER3	3	0	3	0	1	0
CATSPERE	4	1	1	2	5	1
CATSPERG	2	1	1	1	1	0
CAV1	3	2	310	13	5	3
CAV2	0	0	90	0	0	0
CAV3	0	0	1	0	20	0
CAVIN1	7	20	1005	23	10	11
CAVIN2	0	3	0	2	0	0
CAVIN3	0	0	118	0	1	2
CAVIN4	0	0	9	0	0	0
CBARP	0	1	15	0	0	1
CBFA2T2	223	36	266	30	93	80
CBFA2T3	275	24	58	9	121	57
CBFB	345	43	307	71	167	140
CBL	305	63	444	42	203	139
CBLB	265	11	111	17	129	71
CBLL1	142	13	86	24	103	58
CBLL1-AS1	4	6	8	23	10	16
CBLL2	0	0	0	0	0	0
CBLN2	5	26	17	30	6	15
CBLN3	63	4	15	3	40	17
CBLN4	0	7	4	5	4	11
CBR1	43	3	239	11	40	19
CBR3	1	0	39	2	9	6
CBR3-AS1	8	16	24	14	26	16
CBR4	173	42	78	21	67	62
CBS	0	0	73	2	4	1
CBX1	237	18	383	23	129	52
CBX2	1	0	19	0	1	3
CBX3	802	80	1034	107	504	307
CBX3P10	0	1	0	0	0	0
CBX3P2	0	0	3	0	2	0
CBX3P9	0	1	2	0	0	2
CBX4	134	4	94	13	77	34
CBX5	392	51	334	76	291	158
CBX6	349	72	258	38	191	85
CBX7	941	74	154	42	160	111
CBX8	4	9	17	14	19	20
CBY1	25	4	40	1	8	5
CC2D1A	88	4	121	7	65	38
CC2D1B	253	68	171	30	133	83
CC2D2A	0	0	37	1	0	0
CC2D2B	3	5	2	1	4	0
CCAR1	1007	184	359	71	338	167
CCAR2	259	19	303	21	182	74
CCBE1	1	6	339	1	0	2
CCDC102A	22	2	26	1	14	8
CCDC102B	2	1	1	2	1	1
CCDC103	0	0	5	0	0	0
CCDC106	72	9	19	4	22	14
CCDC107	65	11	66	7	23	18
CCDC110	2	0	4	0	0	1
CCDC112	107	6	82	9	44	30
CCDC115	175	23	124	16	82	76
CCDC116	2	0	5	0	1	0
CCDC117	292	74	195	47	84	65
CCDC12	318	54	166	10	107	38
CCDC120	63	10	12	5	38	16
CCDC121	10	1	5	0	1	4
CCDC122	8	14	18	3	15	9
CCDC124	109	15	153	7	85	34
CCDC125	60	9	33	9	49	22
CCDC126	23	6	35	8	21	12
CCDC127	132	66	107	26	56	47
CCDC13	0	1	0	0	3	0
CCDC13-AS2	0	0	2	0	0	0
CCDC134	131	145	117	38	88	80
CCDC136	19	5	29	3	14	12
CCDC137	181	15	127	12	41	22
CCDC138	18	3	22	0	7	11
CCDC14	181	35	273	57	158	128
CCDC141	24	38	14	18	30	13
CCDC142	125	49	59	9	54	34
CCDC144A	1	1	12	3	20	8
CCDC144BP	0	0	0	0	5	0
CCDC144CP	1	14	5	8	5	0
CCDC144NL	2	15	14	15	3	9
CCDC144NL-AS1	12	17	14	9	8	9
CCDC146	48	6	13	9	28	20
CCDC148	0	0	3	0	0	0
CCDC149	6	47	55	13	12	22
CCDC15	6	3	60	0	10	9
CCDC15-DT	2	1	3	1	0	0
CCDC150	0	0	41	0	2	0
CCDC152	58	7	2	2	38	27
CCDC154	19	0	4	6	1	1
CCDC157	32	6	3	1	3	1
CCDC159	30	4	21	4	21	17
CCDC162P	0	0	0	0	0	0
CCDC163	29	62	39	25	47	32
CCDC167	29	7	36	7	10	5
CCDC168	3	5	1	5	1	0
CCDC169	7	41	21	21	37	34
CCDC17	3	0	0	0	1	0
CCDC170	0	0	3	0	1	3
CCDC171	7	0	6	3	3	6
CCDC174	199	26	126	20	97	40
CCDC18	75	5	98	5	50	27
CCDC18-AS1	432	52	120	54	156	81
CCDC180	27	0	0	4	23	6
CCDC181	0	0	1	0	0	0
CCDC183	1	0	0	1	0	0
CCDC183-AS1	9	0	5	0	3	3
CCDC184	0	0	4	0	0	0
CCDC186	200	25	104	22	174	90
CCDC187	1	1	4	3	5	0
CCDC191	96	32	44	19	15	12
CCDC194	22	36	8	14	14	17
CCDC198	0	3	1	0	1	3
CCDC22	116	10	63	6	37	22
CCDC24	25	3	11	4	9	5
CCDC25	208	31	177	10	127	85
CCDC26	7	32	45	74	17	18
CCDC28A	122	22	75	8	24	36
CCDC28A-AS1	2	14	4	4	5	8
CCDC28B	18	5	23	0	15	5
CCDC30	12	19	29	15	17	17
CCDC32	124	46	74	24	26	23
CCDC34	20	6	225	3	22	14
CCDC38	1	4	2	2	3	3
CCDC40	0	0	1	1	1	0
CCDC42	4	1	1	0	1	0
CCDC43	127	51	137	43	97	62
CCDC47	266	22	393	34	327	135
CCDC50	2114	140	739	140	843	466
CCDC51	35	2	47	0	18	8
CCDC57	29	3	40	1	13	7
CCDC59	223	12	286	34	156	58
CCDC6	206	42	289	43	194	104
CCDC61	30	3	21	4	10	9
CCDC62	2	0	5	1	5	2
CCDC65	0	0	0	2	0	1
CCDC66	39	2	43	14	43	18
CCDC68	5	3	8	1	1	0
CCDC69	979	170	324	63	580	286
CCDC7	7	1	8	0	5	6
CCDC71	67	7	49	4	27	15
CCDC71L	86	14	79	9	62	35
CCDC74A	0	0	45	2	0	2
CCDC74B	0	0	8	0	1	0
CCDC77	49	12	65	7	24	11
CCDC78	16	2	6	0	7	1
CCDC8	0	7	2	4	0	3
CCDC80	5	17	375	12	11	8
CCDC81	1	1	2	1	0	1
CCDC82	275	44	226	35	156	125
CCDC85A	0	0	0	0	4	7
CCDC85B	91	20	182	6	34	10
CCDC85C	41	18	56	9	35	25
CCDC86	48	2	90	4	69	18
CCDC88A	720	73	502	54	333	149
CCDC88B	218	17	64	14	186	50
CCDC88C	344	32	164	35	287	94
CCDC9	114	6	67	3	29	18
CCDC90B	134	19	151	22	104	66
CCDC91	270	36	184	26	62	42
CCDC92	103	9	81	10	69	59
CCDC92B	0	0	1	0	0	0
CCDC93	237	28	475	49	156	145
CCDC97	112	23	83	15	84	36
CCDC9B	11	36	161	18	15	10
CCDST	7	70	32	75	57	43
CCER1	0	0	2	9	0	4
CCER2	1	0	1	0	0	0
CCHCR1	144	29	121	5	85	47
CCIN	0	0	0	0	0	0
CCL1	1	0	2	2	2	1
CCL13	0	0	5	12	0	0
CCL16	2	6	0	3	8	2
CCL17	0	0	1	0	4	2
CCL2	23	8	1183	872	123	104
CCL20	0	0	243	1	1	0
CCL22	151	79	468	79	541	164
CCL24	12	80	50	27	39	47
CCL28	19	24	23	13	15	14
CCL3	130	1	156	63	97	5
CCL3-AS1	0	2	2	0	0	1
CCL3L3	2	1	18	13	4	0
CCL4	38	0	18	12	108	1
CCL4L2	3	0	4	4	7	1
CCL5	48	11	143	69	128	128
CCL7	0	0	123	52	15	6
CCM2	181	26	163	17	101	52
CCN1	1	1	2702	0	0	4
CCN2	0	0	400	1	0	1
CCN3	0	0	31	0	0	0
CCN6	0	0	0	0	0	0
CCNA1	0	0	4	0	0	0
CCNA2	8	0	434	4	34	13
CCNB1	12	1	1562	8	37	12
CCNB1IP1	184	31	141	12	87	46
CCNB2	2	1	287	2	14	4
CCNB3	2	0	0	1	1	1
CCNC	165	47	197	42	114	64
CCND1	24	17	1043	15	2992	1318
CCND2	693	84	176	108	232	97
CCND2-AS1	2	7	4	9	4	10
CCND3	181	30	163	27	51	46
CCNDBP1	248	42	190	24	103	66
CCNE1	14	7	55	6	15	2
CCNE2	3	2	121	6	6	3
CCNF	33	27	100	7	20	5
CCNG1	257	35	272	17	170	117
CCNG2	331	48	296	53	132	117
CCNH	52	0	105	10	48	16
CCNI	1525	147	863	86	479	307
CCNI2	2	25	3	22	13	11
CCNJ	44	36	91	33	49	42
CCNJL	3	38	22	23	36	27
CCNK	206	15	182	19	166	75
CCNL1	972	91	509	104	385	251
CCNL2	433	30	391	43	198	98
CCNO	0	0	4	0	0	0
CCNP	0	0	1	0	2	0
CCNQ	90	8	52	9	99	52
CCNT1	293	16	232	34	179	136
CCNT2	329	18	189	35	175	112
CCNT2-AS1	30	32	22	11	25	17
CCNY	304	62	178	48	194	140
CCNY-AS1	7	8	2	5	4	5
CCNYL1	100	33	160	18	50	36
CCNYL1B	5	18	9	10	17	8
CCNYL2	1	0	5	0	1	3
CCP110	72	11	137	19	130	63
CCPG1	132	13	151	40	49	36
CCR1	3	1	84	30	15	13
CCR10	23	4	5	1	2	3
CCR2	6	1	3	2	0	0
CCR3	0	0	0	0	0	0
CCR4	18	67	70	31	43	37
CCR5	1	2	10	4	6	6
CCR5AS	1	0	4	1	1	1
CCR6	642	137	110	87	484	383
CCR7	3681	247	974	227	1317	749
CCR8	1	0	1	0	1	1
CCR9	5	0	1	1	2	0
CCRL2	6	2	15	9	2	5
CCS	78	19	38	5	42	18
CCSAP	85	12	112	30	41	17
CCSER1	2	6	28	15	16	8
CCSER2	240	41	202	28	113	82
CCT2	462	27	780	38	372	156
CCT3	543	37	1033	74	439	143
CCT4	393	39	760	37	340	111
CCT4P2	3	2	0	0	0	1
CCT5	411	30	968	54	421	141
CCT6A	687	41	1057	70	437	166
CCT6B	5	0	0	1	1	4
CCT6P3	25	3	17	5	12	7
CCT7	557	63	1101	38	521	179
CCT8	872	113	1416	62	478	155
CCT8P1	7	1	0	0	4	0
CCZ1	108	19	123	11	30	33
CCZ1B	122	14	244	15	138	62
CD101	0	0	13	4	0	1
CD101-AS1	1	3	2	3	2	1
CD109	0	10	703	17	10	19
CD14	22	4	679	252	65	29
CD151	36	4	625	9	12	4
CD160	1	1	1	0	0	2
CD163	1	1	62	51	5	9
CD163L1	0	0	19	1	1	0
CD164	1114	62	1141	96	456	368
CD177	0	0	1	0	0	0
CD180	302	21	87	24	68	44
CD19	437	76	112	29	239	115
CD1A	1	0	1	1	1	0
CD1C	91	6	92	7	27	2
CD1D	63	8	27	6	35	18
CD1E	2	24	14	12	11	9
CD2	9	0	60	31	39	18
CD200	10	1	2	2	3	5
CD200R1	22	5	20	4	5	2
CD209	0	15	22	15	10	12
CD22	1344	73	671	152	2507	1192
CD226	15	43	29	49	30	21
CD24	306	39	126	92	107	77
CD244	0	0	4	1	2	2
CD247	13	1	37	13	26	18
CD248	1	0	118	0	0	1
CD27	19	0	13	4	41	12
CD27-AS1	57	28	46	11	41	27
CD274	106	6	63	10	81	22
CD276	0	0	228	3	0	2
CD28	7	6	42	29	33	29
CD2AP	551	48	262	43	184	111
CD2AP-DT	2	0	3	0	0	0
CD2BP2	223	24	252	18	146	72
CD2BP2-DT	1	0	3	0	0	2
CD300A	12	0	46	16	17	13
CD300C	0	1	21	3	2	1
CD300E	2	1	68	31	11	5
CD300H	0	0	0	1	0	0
CD300LB	0	17	23	10	20	15
CD300LD	0	0	2	2	1	2
CD300LD-AS1	0	1	1	2	0	1
CD300LF	1	0	37	13	1	4
CD300LG	1	20	6	13	5	10
CD302	14	0	106	10	13	5
CD320	40	8	67	4	32	10
CD33	1	0	8	1	3	1
CD34	0	15	10	6	10	5
CD36	1	3	27	32	8	6
CD37	1644	165	195	58	690	399
CD38	37	42	18	10	14	13
CD3D	18	52	56	31	56	37
CD3E	14	0	68	16	46	33
CD3G	19	57	71	63	65	46
CD4	8	2	47	8	24	21
CD40	451	38	238	31	160	78
CD40LG	0	0	2	3	4	7
CD44	1638	148	3053	277	839	482
CD44-DT	5	0	4	1	3	0
CD46	450	47	450	62	265	174
CD47	752	116	711	144	422	305
CD48	376	38	173	61	137	93
CD5	27	2	61	16	28	13
CD52	564	100	148	65	200	134
CD53	1272	119	433	146	515	314
CD55	208	31	333	48	160	106
CD58	61	6	62	7	24	20
CD59	327	95	2332	85	252	202
CD5L	2	13	12	10	6	5
CD6	13	1	52	18	65	47
CD63	1050	111	2571	138	358	292
CD63-AS1	34	7	27	3	22	18
CD68	150	13	1443	285	91	134
CD69	986	39	75	28	179	100
CD7	11	0	37	13	21	12
CD70	8	2	218	6	97	38
CD72	276	35	73	19	98	63
CD74	6696	595	2482	646	5667	3391
CD79A	1794	244	577	165	1867	1454
CD79B	2519	762	539	209	1557	823
CD80	40	2	9	2	27	2
CD81	651	72	412	52	128	85
CD81-AS1	1	0	0	0	1	0
CD82	1840	368	946	80	522	216
CD83	2487	120	693	135	962	381
CD84	172	67	82	37	127	81
CD86	7	2	52	24	21	18
CD8A	12	1	22	13	19	20
CD8B	9	2	11	10	11	19
CD8B2	1	4	0	4	3	3
CD9	246	52	327	19	4	21
CD93	2	1	29	6	3	0
CD96	11	2	26	16	48	41
CD99	549	74	1039	47	83	69
CD99L2	45	1	133	12	77	40
CD99P1	27	8	18	7	12	4
CDA	0	0	5	0	0	1
CDADC1	29	1	30	2	29	16
CDAN1	66	8	92	3	25	15
CDC123	211	17	149	19	117	46
CDC14A	46	5	30	2	33	19
CDC14B	34	3	100	2	14	7
CDC16	232	34	177	21	128	76
CDC20	3	2	543	2	15	2
CDC20-DT	1	1	1	0	1	1
CDC20P1	0	0	12	0	0	0
CDC23	86	9	154	16	81	46
CDC25A	0	3	84	8	27	9
CDC25B	134	19	345	18	80	46
CDC25C	0	0	107	1	1	1
CDC26	133	42	204	20	62	35
CDC27	221	23	337	33	141	77
CDC34	82	5	143	8	33	22
CDC37	420	44	684	46	310	157
CDC37L1	152	26	78	37	92	58
CDC37L1-DT	4	2	1	0	3	2
CDC40	300	15	173	30	227	154
CDC42	854	232	430	174	456	232
CDC42-AS1	0	1	1	1	0	0
CDC42-IT1	1	1	0	1	1	1
CDC42BPA	1	7	203	11	9	12
CDC42BPB	237	25	523	18	135	66
CDC42BPG	35	6	4	1	9	8
CDC42EP1	0	2	74	0	0	0
CDC42EP2	6	0	59	0	3	3
CDC42EP3	593	76	486	57	88	67
CDC42EP3-AS1	35	4	5	1	3	3
CDC42EP4	10	3	128	5	11	6
CDC42EP5	0	0	29	0	0	0
CDC42P6	2	0	4	0	0	0
CDC42SE1	670	50	571	77	317	165
CDC42SE2	2085	187	431	191	654	483
CDC45	0	0	110	0	13	3
CDC5L	365	59	306	33	169	110
CDC6	5	16	226	11	57	10
CDC7	51	3	83	10	31	14
CDC73	196	29	243	75	144	103
CDCA2	1	1	228	0	7	1
CDCA3	8	2	115	4	11	4
CDCA4	25	12	226	11	48	21
CDCA5	2	0	293	1	22	1
CDCA7	1	1	253	7	27	8
CDCA7L	745	76	686	30	314	148
CDCA8	5	0	264	1	13	3
CDCP1	7	29	1517	25	20	22
CDH1	2	23	10	10	7	13
CDH10	3	12	11	3	6	8
CDH11	3	7	20	5	2	6
CDH13	0	0	215	0	1	0
CDH13-AS2	3	15	8	14	11	10
CDH18	0	8	2	8	5	3
CDH19	0	3	2	2	0	2
CDH2	4	16	125	14	11	9
CDH20	6	8	5	13	6	8
CDH23	1	1	2	0	1	1
CDH24	6	0	45	0	2	1
CDH26	9	1	3	5	5	1
CDH3	5	45	20	24	18	19
CDH3-AS1	8	28	9	6	12	7
CDH4	0	2	30	0	1	2
CDH5	0	6	4	7	7	6
CDH6	21	48	23	53	34	51
CDH7	3	38	10	10	1	4
CDH8-AS1	2	42	9	5	12	7
CDHR1	2	1	8	0	2	0
CDHR2	0	0	1	0	0	0
CDHR3	0	2	3	0	1	0
CDHR4	3	20	10	10	3	10
CDHR5	0	0	0	0	0	0
CDIN1	18	3	24	3	7	6
CDIP1	150	18	69	3	58	28
CDIPT	116	17	144	13	55	43
CDK1	0	0	417	2	20	6
CDK10	118	117	83	63	103	80
CDK11A	296	32	185	16	186	67
CDK11B	278	63	249	24	139	64
CDK12	393	32	369	38	279	129
CDK13	247	29	314	46	200	148
CDK13-DT	16	20	13	10	12	17
CDK14	710	62	264	48	142	74
CDK15	1	8	11	6	8	6
CDK16	81	12	227	11	55	26
CDK17	229	30	340	31	99	67
CDK18	21	3	9	1	34	28
CDK19	132	14	140	22	93	71
CDK2	174	37	334	42	116	82
CDK20	0	0	13	0	2	0
CDK2AP1	127	11	347	14	55	20
CDK2AP2	68	16	68	5	31	20
CDK3	21	2	15	1	5	4
CDK4	202	29	453	28	155	67
CDK5	21	5	36	5	8	8
CDK5R1	16	4	23	0	6	5
CDK5R2	0	0	11	0	0	0
CDK5RAP1	83	9	131	6	65	25
CDK5RAP2	189	19	423	26	172	83
CDK5RAP3	542	64	283	46	214	124
CDK5RAP3P1	0	0	0	0	0	0
CDK6	5	46	252	81	21	43
CDK7	85	9	139	5	61	21
CDK8	70	2	99	6	40	15
CDK9	296	36	193	40	152	99
CDKAL1	58	47	86	35	71	42
CDKL1	51	64	45	32	44	40
CDKL2	16	60	30	49	24	36
CDKL3	12	4	3	2	4	1
CDKL5	18	7	49	5	21	15
CDKN1A	609	64	637	38	92	36
CDKN1B	602	34	256	38	283	183
CDKN1C	8	3	41	1	6	1
CDKN2A	33	2	91	5	12	5
CDKN2AIP	191	29	135	32	63	62
CDKN2AIPNL	157	119	241	57	119	84
CDKN2B	1	4	19	8	11	5
CDKN2B-AS1	6	16	19	12	19	13
CDKN2C	28	0	129	12	49	18
CDKN2D	35	2	78	1	14	7
CDKN3	0	0	277	1	10	2
CDNF	3	0	2	2	4	4
CDO1	0	0	10	0	0	0
CDON	8	39	93	28	31	25
CDPF1	43	10	15	1	8	9
CDPF1P1	3	0	0	0	0	0
CDR2	49	2	183	10	34	19
CDR2L	0	12	79	11	19	18
CDRT4	22	0	0	1	0	4
CDS1	0	1	11	0	0	3
CDS2	341	66	275	73	223	131
CDT1	2	0	110	7	22	4
CDV3	1636	152	1168	101	661	391
CDX2	0	0	1	4	0	2
CDYL	144	19	154	14	73	34
CDYL2	4	1	57	7	22	8
CEACAM1	53	3	15	8	15	16
CEACAM16-AS1	6	41	6	10	8	4
CEACAM18	0	3	3	3	0	1
CEACAM19	0	0	1	0	1	0
CEACAM21	16	2	6	1	8	5
CEACAM3	0	0	1	1	0	0
CEACAM4	0	0	0	0	0	0
CEACAM6	0	1	0	0	0	0
CEACAM8	1	16	9	9	5	8
CEACAMP3	0	0	0	0	0	0
CEBPA	1	1	13	3	0	2
CEBPB	135	18	938	26	40	30
CEBPB-AS1	21	55	17	15	27	21
CEBPD	1	2	79	8	1	5
CEBPE	0	0	0	0	0	0
CEBPG	296	59	250	37	215	132
CEBPZ	503	49	345	35	247	140
CEBPZOS	356	113	232	59	146	116
CECR2	24	45	20	17	19	13
CEL	1	0	2	1	2	0
CELF1	967	156	729	141	708	408
CELF2	631	57	171	68	386	257
CELF2-DT	4	23	9	24	27	19
CELF4	1	0	4	3	1	1
CELF5	4	40	28	33	36	28
CELF6	118	18	11	7	58	47
CELSR1	385	24	114	14	69	39
CELSR2	6	1	22	4	7	1
CELSR3	3	0	169	2	9	4
CEMIP	0	0	96	0	0	0
CEMIP2	162	26	172	57	103	78
CEMP1	0	0	0	0	0	0
CENATAC	75	6	37	6	25	13
CENATAC-DT	3	1	10	0	2	0
CEND1	0	0	7	1	0	0
CENPA	0	2	139	2	5	1
CENPB	228	27	332	18	86	40
CENPBD1P	37	3	28	7	37	19
CENPBD2P	0	0	0	0	0	0
CENPC	297	94	134	55	147	127
CENPE	7	1	516	4	14	7
CENPF	5	1	1010	9	40	27
CENPH	75	37	356	38	94	36
CENPI	6	7	215	6	19	11
CENPJ	44	20	137	19	36	18
CENPK	8	5	134	4	35	6
CENPL	15	28	95	19	34	24
CENPM	67	7	39	3	9	4
CENPN	25	34	129	23	45	25
CENPN-AS1	1	4	2	4	3	1
CENPO	17	3	113	3	8	3
CENPP	3	0	34	0	9	3
CENPQ	29	0	104	3	20	12
CENPS	27	8	75	3	9	2
CENPS-CORT	3	0	6	0	0	4
CENPT	104	21	112	9	88	36
CENPU	14	1	262	5	40	14
CENPV	22	5	46	1	11	4
CENPW	5	1	175	2	11	3
CENPX	53	4	131	5	19	5
CEP104	140	28	162	19	55	39
CEP112	0	0	55	0	34	26
CEP120	308	25	167	23	134	104
CEP126	53	13	21	6	18	14
CEP128	14	1	70	4	7	5
CEP131	46	4	81	6	31	10
CEP135	182	35	100	10	61	29
CEP15	10	6	93	7	1	6
CEP152	58	10	124	17	24	23
CEP162	68	3	31	5	29	25
CEP164	83	16	143	6	45	21
CEP170	324	24	657	61	222	139
CEP170B	8	0	154	3	16	6
CEP170P1	1	2	3	2	1	1
CEP19	35	16	33	4	10	9
CEP192	131	19	111	13	44	38
CEP20	137	10	294	16	91	56
CEP250	207	66	497	49	151	82
CEP250-AS1	4	0	3	2	3	1
CEP290	201	26	184	28	117	74
CEP295	87	14	73	14	61	43
CEP295NL	1	0	3	0	0	0
CEP350	297	29	284	54	130	117
CEP41	51	118	65	44	76	68
CEP43	280	109	203	50	207	132
CEP44	119	48	140	23	81	46
CEP55	4	2	520	3	21	1
CEP57	233	23	229	22	164	87
CEP57L1	74	155	173	40	97	98
CEP63	158	14	119	23	79	53
CEP68	124	17	105	28	139	77
CEP70	67	15	132	12	34	19
CEP72	15	0	25	0	9	5
CEP76	27	6	36	4	5	4
CEP78	153	65	207	38	85	44
CEP83	47	34	66	20	79	39
CEP83-DT	2	0	2	0	2	2
CEP85	66	6	230	4	62	29
CEP85L	132	13	67	17	77	64
CEP89	72	30	184	19	64	42
CEP95	264	23	122	15	206	112
CEP97	117	51	144	28	57	39
CEPT1	206	36	190	36	126	75
CERCAM	9	0	346	1	17	12
CERK	485	40	448	25	92	63
CERNA1	14	0	6	1	2	2
CERNA2	0	0	1	0	1	0
CEROX1	3	0	9	0	24	12
CERS1	0	1	23	0	0	0
CERS2	291	41	556	33	205	125
CERS3	0	0	1	0	1	2
CERS4	125	13	63	3	48	16
CERS5	196	23	128	15	79	59
CERS6	1	0	274	10	87	39
CERS6-AS1	0	17	4	8	1	3
CERT1	184	49	186	42	153	90
CES1	0	0	2	0	0	0
CES2	231	49	183	13	71	49
CES3	7	73	29	36	25	38
CES4A	15	31	13	14	12	17
CETN2	36	8	163	4	45	40
CETN3	113	11	274	18	63	28
CETP	0	0	1	0	1	1
CFAP107	9	34	18	18	10	23
CFAP119	4	0	7	0	1	1
CFAP141	0	1	0	0	0	0
CFAP144P1	10	1	2	1	2	1
CFAP184	6	0	9	0	1	4
CFAP20	60	12	96	4	39	22
CFAP206	0	0	0	0	0	0
CFAP20DC	0	6	36	19	12	12
CFAP20DC-DT	1	4	3	1	6	4
CFAP210	0	0	0	0	1	0
CFAP251	0	0	3	0	2	1
CFAP263	23	35	22	12	13	5
CFAP298	233	13	238	15	83	45
CFAP298-TCP10L	5	2	5	0	7	1
CFAP300	0	1	10	0	0	0
CFAP36	76	9	251	12	53	32
CFAP410	97	6	23	0	20	10
CFAP418	15	5	13	1	10	1
CFAP418-AS1	2	4	8	4	4	8
CFAP44	115	9	36	13	74	42
CFAP45	5	0	8	0	3	1
CFAP47	3	12	7	6	13	6
CFAP53	5	3	3	2	3	2
CFAP54	0	0	2	0	0	0
CFAP57	0	0	0	0	0	0
CFAP58	0	0	40	1	1	0
CFAP58-DT	5	3	3	0	11	1
CFAP65	3	24	11	19	14	14
CFAP68	14	4	26	2	18	8
CFAP69	1	0	4	0	0	0
CFAP70	9	0	4	0	6	4
CFAP73	1	0	0	0	0	0
CFAP91	5	0	0	0	0	0
CFAP92	22	128	44	51	45	66
CFAP96	0	0	2	0	0	0
CFAP97	407	47	226	35	230	119
CFAP97D1	8	70	34	28	24	23
CFB	0	0	14	0	0	0
CFD	10	1	2	1	4	1
CFDP1	228	31	195	14	73	41
CFH	0	0	20	0	0	1
CFL1	1739	265	1803	150	660	325
CFL1P1	7	0	2	0	2	0
CFL1P5	1	0	0	0	0	0
CFL2	65	40	288	42	47	38
CFLAR	1657	277	593	135	714	391
CFP	1	0	12	7	8	1
CGAS	123	42	182	31	67	38
CGB7	0	0	10	0	0	0
CGGBP1	760	65	465	78	288	232
CGN	7	2	7	0	8	8
CGNL1	6	61	31	21	24	34
CGREF1	0	3	4	1	3	0
CGRRF1	49	7	40	12	29	14
CH25H	0	0	0	0	0	0
CHAC1	68	6	13	0	12	1
CHAC2	6	1	13	0	15	4
CHAD	2	1	0	0	0	0
CHADL	0	0	1	0	1	0
CHAF1A	17	7	326	1	52	14
CHAF1B	17	31	147	14	38	22
CHAMP1	185	29	144	14	71	48
CHASERR	512	119	245	83	167	168
CHCHD1	116	15	101	10	36	16
CHCHD10	291	27	82	18	77	23
CHCHD2	691	113	957	41	310	128
CHCHD2P6	1	0	0	1	0	0
CHCHD3	149	6	231	24	106	46
CHCHD4	29	1	72	1	30	14
CHCHD5	32	14	23	3	11	3
CHCHD6	49	6	47	1	8	6
CHCHD7	207	23	191	22	91	66
CHCT1	1	0	0	0	0	1
CHD1	489	49	366	60	403	248
CHD1-DT	14	6	4	5	3	3
CHD1L	254	15	273	23	45	0
CHD2	1608	229	781	206	874	469
CHD3	13	5	475	36	195	86
CHD4	1373	251	1230	66	777	316
CHD5	9	24	16	19	16	19
CHD6	196	29	313	20	155	101
CHD7	769	105	200	57	309	162
CHD8	348	34	342	31	281	154
CHD9	468	74	154	48	301	171
CHD9NB	8	26	14	6	15	24
CHDH	13	4	8	8	2	1
CHEK1	5	2	214	5	44	9
CHEK2	90	8	129	6	29	6
CHERP	222	13	197	10	136	56
CHFR	148	36	88	24	61	52
CHFR-DT	0	1	0	0	0	0
CHGB	0	1	3	0	0	0
CHI3L1	2	1	41	15	14	10
CHI3L2	24	1	19	9	8	3
CHIC1	118	10	33	11	50	32
CHIC2	97	16	65	18	26	27
CHID1	67	13	174	4	53	22
CHIT1	5	3	2	0	1	1
CHKA	98	7	86	7	45	19
CHKA-DT	1	0	1	0	0	0
CHKB	313	54	60	12	82	44
CHKB-CPT1B	30	0	19	7	19	10
CHKB-DT	10	3	2	0	4	7
CHL1	63	25	13	28	23	32
CHL1-AS2	1	2	1	1	1	2
CHM	76	2	82	12	70	37
CHML	65	7	102	14	144	94
CHMP1A	231	23	181	16	110	56
CHMP1B	604	115	449	74	93	97
CHMP1B2P	0	0	0	0	14	8
CHMP2A	205	48	203	24	106	52
CHMP2B	198	15	259	30	87	77
CHMP3	161	32	388	28	122	80
CHMP4A	192	27	164	18	104	68
CHMP4B	606	87	893	41	287	130
CHMP4BP1	0	1	1	0	0	0
CHMP4C	3	1	0	0	0	2
CHMP5	281	35	703	35	112	64
CHMP5P1	0	0	1	0	2	0
CHMP6	82	14	54	8	26	12
CHMP7	820	54	219	22	189	95
CHN1	0	0	48	2	0	2
CHN2	1	0	5	1	0	2
CHODL	1	5	4	3	5	1
CHORDC1	167	34	239	47	154	94
CHORDC1P4	3	2	2	0	0	0
CHP1	165	32	351	41	67	28
CHP1P2	0	0	4	0	0	0
CHPF	16	0	131	1	9	6
CHPF2	191	13	175	18	100	59
CHPT1	86	10	158	17	81	70
CHRAC1	174	55	173	60	115	66
CHRD	0	0	19	1	0	0
CHRFAM7A	1	0	5	0	0	0
CHRM2	5	10	4	3	98	4
CHRM3	0	0	1	4	1	1
CHRM3-AS2	1	8	1	5	5	4
CHRM4	3	0	3	0	0	0
CHRM5	0	1	0	0	1	0
CHRNA1	1	2	0	1	0	0
CHRNA10	3	0	2	1	0	2
CHRNA5	13	2	36	0	9	3
CHRNA6	1	0	3	0	2	2
CHRNA7	9	27	55	33	7	8
CHRNA9	1	0	3	0	2	0
CHRNB1	35	6	41	3	8	3
CHRNB4	8	41	20	14	20	20
CHRNE	2	0	2	1	0	2
CHRNG	2	10	12	6	5	4
CHROMR	68	32	86	29	43	26
CHST1	8	20	34	21	14	13
CHST10	33	3	55	1	21	8
CHST11	108	16	105	25	96	58
CHST12	158	74	101	41	95	51
CHST13	0	0	2	1	1	0
CHST14	47	3	69	2	10	4
CHST15	182	26	238	21	10	7
